job_id,submit_time,submit_datetime,request_time,request_processors,carbon_consideration,queue_length_at_submission,submission_timestamp,submission_datetime,user_id,power,scheduled_time,scheduled_datetime,completion_time,completion_datetime,wait_time,actual_runtime,action1,action2,scheduled,completed,carbon_emissions,carbon_reward
5887,4622317,2023-06-25T15:44:19,78,2,0.94401,0,4622317,2023-06-25T15:44:19,-1,1000.0,4622317,2023-06-25T15:44:19,4622395,2023-06-25T15:45:37,0,78,,,True,True,2.2403333333333335,-2.11489707e-05
5888,4622477,2023-06-25T15:46:59,22,2,0.98069,0,4622477,2023-06-25T15:46:59,-1,1000.0,4622477,2023-06-25T15:46:59,4622499,2023-06-25T15:47:21,0,22,,,True,True,0.5718777777777778,-5.608348178888889e-06
5890,4622518,2023-06-25T15:47:40,285,32,0.147083,0,4622518,2023-06-25T15:47:40,-1,16000.0,4622518,2023-06-25T15:47:40,4622803,2023-06-25T15:52:25,0,285,,,True,True,118.53466666666665,-0.00017434434377333328
5892,4622899,2023-06-25T15:54:01,101,16,0.906881,0,4622899,2023-06-25T15:54:01,-1,8000.0,4622899,2023-06-25T15:54:01,4623000,2023-06-25T15:55:42,0,101,,,True,True,21.00351111111111,-0.00019047685159955555
5893,4622907,2023-06-25T15:54:09,26,16,0.442106,0,4622907,2023-06-25T15:54:09,-1,8000.0,4622907,2023-06-25T15:54:09,4622933,2023-06-25T15:54:35,0,26,,,True,True,5.406844444444444,-2.3903983699555553e-05
5895,4632072,2023-06-25T18:26:54,13,7,0.731641,0,4632072,2023-06-25T18:26:54,-1,3500.0,4634244,2023-06-25T19:03:06,4634257,2023-06-25T19:03:19,2172,13,,,True,True,1.4522083333333333,-1.0624951572083332e-05
5896,4632243,2023-06-25T18:29:45,40,22,0.900174,0,4632243,2023-06-25T18:29:45,-1,11000.0,4634244,2023-06-25T19:03:06,4634284,2023-06-25T19:03:46,2001,40,,,True,True,14.043333333333335,-0.0001264144354
5897,4632254,2023-06-25T18:29:56,9,1,0.139423,0,4632254,2023-06-25T18:29:56,-1,500.0,4634244,2023-06-25T19:03:06,4634253,2023-06-25T19:03:15,1990,9,,,True,True,0.143625,-2.0024628375e-07
5898,4632302,2023-06-25T18:30:44,58,8,0.55096,0,4632302,2023-06-25T18:30:44,-1,4000.0,4634244,2023-06-25T19:03:06,4634302,2023-06-25T19:04:04,1942,58,,,True,True,7.4046666666666665,-4.0796751466666664e-05
5899,4632335,2023-06-25T18:31:17,9489,32,0.308082,0,4632335,2023-06-25T18:31:17,-1,16000.0,4634244,2023-06-25T19:03:06,4643733,2023-06-25T21:41:15,1909,9489,,,True,True,5309.69,-0.0163581991458
5900,4633424,2023-06-25T18:49:26,7,16,0.40163,0,4633424,2023-06-25T18:49:26,-1,8000.0,4634244,2023-06-25T19:03:06,4634251,2023-06-25T19:03:13,820,7,,,True,True,1.7873333333333334,-7.178466866666667e-06
5901,4633664,2023-06-25T18:53:26,5,2,0.840877,0,4633664,2023-06-25T18:53:26,-1,1000.0,4634244,2023-06-25T19:03:06,4634249,2023-06-25T19:03:11,580,5,,,True,True,0.15958333333333335,-1.3418995458333336e-06
5902,4633684,2023-06-25T18:53:46,102,32,0.445973,0,4633684,2023-06-25T18:53:46,-1,16000.0,4634244,2023-06-25T19:03:06,4634346,2023-06-25T19:04:48,560,102,,,True,True,52.088,-0.00023229841624000002
5903,4633859,2023-06-25T18:56:41,10623,21,0.092481,0,4633859,2023-06-25T18:56:41,-1,10500.0,4634244,2023-06-25T19:03:06,4644867,2023-06-25T22:00:09,385,10623,,,True,True,4085.9588875,-0.0037787356387488746
5904,4633912,2023-06-25T18:57:34,8824,64,0.055034,0,4633912,2023-06-25T18:57:34,-1,32000.0,4634244,2023-06-25T19:03:06,4643068,2023-06-25T21:30:10,332,8824,,,True,True,9765.52,-0.005374356276800001
5905,4634682,2023-06-25T19:10:24,23,16,0.641313,0,4634682,2023-06-25T19:10:24,-1,8000.0,4634682,2023-06-25T19:10:24,4634705,2023-06-25T19:10:47,0,23,,,True,True,5.872666666666667,-3.766217478000001e-05
5906,4634719,2023-06-25T19:11:01,5923,32,0.583431,0,4634719,2023-06-25T19:11:01,-1,16000.0,4634719,2023-06-25T19:11:01,4640642,2023-06-25T20:49:44,0,5923,,,True,True,3082.7013333333334,-0.017985435216080002
5911,4649513,2023-06-25T23:17:35,2,1,0.538412,0,4649513,2023-06-25T23:17:35,-1,500.0,4649513,2023-06-25T23:17:35,4649515,2023-06-25T23:17:37,0,2,,,True,True,0.056799999999999996,-3.05818016e-07
5912,4655398,2023-06-26T00:55:40,3,16,0.445458,0,4655398,2023-06-26T00:55:40,-1,8000.0,4655398,2023-06-26T00:55:40,4655401,2023-06-26T00:55:43,0,3,,,True,True,0.7200000000000001,-3.2072976000000004e-06
5913,4655458,2023-06-26T00:56:40,91,7,0.671558,0,4655458,2023-06-26T00:56:40,-1,3500.0,4655458,2023-06-26T00:56:40,4655549,2023-06-26T00:58:11,0,91,,,True,True,9.555,-6.416736689999999e-05
5914,4656502,2023-06-26T01:14:04,123,1,0.087377,0,4656502,2023-06-26T01:14:04,-1,500.0,4656502,2023-06-26T01:14:04,4656625,2023-06-26T01:16:07,0,123,,,True,True,1.845,-1.61210565e-06
5915,4656661,2023-06-26T01:16:43,89,16,0.511788,0,4656661,2023-06-26T01:16:43,-1,8000.0,4656661,2023-06-26T01:16:43,4656750,2023-06-26T01:18:12,0,89,,,True,True,21.36,-0.0001093179168
5916,4656721,2023-06-26T01:17:43,269,16,0.19445,0,4656721,2023-06-26T01:17:43,-1,8000.0,4656721,2023-06-26T01:17:43,4656990,2023-06-26T01:22:12,0,269,,,True,True,64.56,-0.00012553692000000002
5917,4657181,2023-06-26T01:25:23,35,16,0.317758,0,4657181,2023-06-26T01:25:23,-1,8000.0,4657181,2023-06-26T01:25:23,4657216,2023-06-26T01:25:58,0,35,,,True,True,8.4,-2.6691672e-05
5918,4658901,2023-06-26T01:54:03,34,4,0.605078,0,4658901,2023-06-26T01:54:03,-1,2000.0,4658901,2023-06-26T01:54:03,4658935,2023-06-26T01:54:37,0,34,,,True,True,1.9281777777777778,-1.166697953422222e-05
5920,4659650,2023-06-26T02:06:32,10,1,0.908447,0,4659650,2023-06-26T02:06:32,-1,500.0,4659650,2023-06-26T02:06:32,4659660,2023-06-26T02:06:42,0,10,,,True,True,0.14177777777777778,-1.287975968888889e-06
5921,4660565,2023-06-26T02:21:47,7148,16,0.361065,0,4660565,2023-06-26T02:21:47,-1,8000.0,4660565,2023-06-26T02:21:47,4667713,2023-06-26T04:20:55,0,7148,,,True,True,1530.4594,-0.00552595323261
5922,4661014,2023-06-26T02:29:16,18,4,0.147946,0,4661014,2023-06-26T02:29:16,-1,2000.0,4661014,2023-06-26T02:29:16,4661032,2023-06-26T02:29:34,0,18,,,True,True,1.0208,-1.510232768e-06
5923,4661294,2023-06-26T02:33:56,18,64,0.853804,0,4661294,2023-06-26T02:33:56,-1,32000.0,4661294,2023-06-26T02:33:56,4661312,2023-06-26T02:34:14,0,18,,,True,True,16.3328,-0.000139450099712
5924,4667449,2023-06-26T04:16:31,11,4,0.36963,0,4667449,2023-06-26T04:16:31,-1,2000.0,4667449,2023-06-26T04:16:31,4667460,2023-06-26T04:16:42,0,11,,,True,True,0.6453944444444445,-2.3855714850000003e-06
5925,4668029,2023-06-26T04:26:11,116,8,0.372831,0,4668029,2023-06-26T04:26:11,-1,4000.0,4668029,2023-06-26T04:26:11,4668145,2023-06-26T04:28:07,0,116,,,True,True,13.611955555555555,-5.0749590017333335e-05
5926,4691971,2023-06-26T11:05:13,64,2,0.28465,0,4691971,2023-06-26T11:05:13,-1,1000.0,4691971,2023-06-26T11:05:13,4692035,2023-06-26T11:06:17,0,64,,,True,True,1.6181333333333332,-4.606016533333333e-06
5927,4692110,2023-06-26T11:07:32,36,1,0.351355,0,4692110,2023-06-26T11:07:32,-1,500.0,4692110,2023-06-26T11:07:32,4692146,2023-06-26T11:08:08,0,36,,,True,True,0.4551,-1.5990166049999998e-06
5928,4692188,2023-06-26T11:08:50,6,16,0.977524,0,4692188,2023-06-26T11:08:50,-1,8000.0,4692188,2023-06-26T11:08:50,4692194,2023-06-26T11:08:56,0,6,,,True,True,1.2136,-1.1863231264e-05
5929,4692244,2023-06-26T11:09:46,16,8,0.874302,0,4692244,2023-06-26T11:09:46,-1,4000.0,4692244,2023-06-26T11:09:46,4692260,2023-06-26T11:10:02,0,16,,,True,True,1.6181333333333332,-1.4147372096e-05
5930,4695307,2023-06-26T12:00:49,181,2,0.087599,0,4695307,2023-06-26T12:00:49,-1,1000.0,4695307,2023-06-26T12:00:49,4695488,2023-06-26T12:03:50,0,181,,,True,True,4.856330555555555,-4.254097003361111e-06
5931,4695574,2023-06-26T12:05:16,345,16,0.727853,0,4695574,2023-06-26T12:05:16,-1,8000.0,4695574,2023-06-26T12:05:16,4695919,2023-06-26T12:11:01,0,345,,,True,True,74.05233333333334,-0.0005389921297366667
5932,4695598,2023-06-26T12:05:40,5,16,0.44422,0,4695598,2023-06-26T12:05:40,-1,8000.0,4695598,2023-06-26T12:05:40,4695603,2023-06-26T12:05:45,0,5,,,True,True,1.0732222222222223,-4.767467755555556e-06
5933,4695657,2023-06-26T12:06:39,8,32,0.992597,0,4695657,2023-06-26T12:06:39,-1,16000.0,4695657,2023-06-26T12:06:39,4695665,2023-06-26T12:06:47,0,8,,,True,True,3.434311111111111,-3.408886905955555e-05
5934,4695910,2023-06-26T12:10:52,432,32,0.803686,0,4695910,2023-06-26T12:10:52,-1,16000.0,4695910,2023-06-26T12:10:52,4696342,2023-06-26T12:18:04,0,432,,,True,True,185.4528,-0.001490458190208
5935,4695967,2023-06-26T12:11:49,71,1,0.288634,0,4695967,2023-06-26T12:11:49,-1,500.0,4695967,2023-06-26T12:11:49,4696038,2023-06-26T12:13:00,0,71,,,True,True,0.9524847222222221,-2.7491947531388886e-06
5942,4697426,2023-06-26T12:36:08,120,4,0.086078,0,4697426,2023-06-26T12:36:08,-1,2000.0,4697426,2023-06-26T12:36:08,4697546,2023-06-26T12:38:08,0,120,,,True,True,6.439333333333334,-5.542849346666667e-06
5943,4697500,2023-06-26T12:37:22,35,1,0.207784,0,4697500,2023-06-26T12:37:22,-1,500.0,4697500,2023-06-26T12:37:22,4697535,2023-06-26T12:37:57,0,35,,,True,True,0.46953472222222226,-9.756180272222224e-07
5944,4698506,2023-06-26T12:54:08,162,1,0.474613,0,4698506,2023-06-26T12:54:08,-1,500.0,4698506,2023-06-26T12:54:08,4698668,2023-06-26T12:56:50,0,162,,,True,True,1.9293749999999998,-9.15706456875e-06
5945,4698531,2023-06-26T12:54:33,10223,1,0.867526,0,4698531,2023-06-26T12:54:33,-1,500.0,4698531,2023-06-26T12:54:33,4708754,2023-06-26T15:44:56,0,10223,,,True,True,132.6553263888889,-0.0011508194468084724
5946,4698540,2023-06-26T12:54:42,36,1,0.986638,0,4698540,2023-06-26T12:54:42,-1,500.0,4698540,2023-06-26T12:54:42,4698576,2023-06-26T12:55:18,0,36,,,True,True,0.42875,-4.230210425e-06
5947,4699977,2023-06-26T13:18:39,87,8,0.066116,0,4699977,2023-06-26T13:18:39,-1,4000.0,4699977,2023-06-26T13:18:39,4700064,2023-06-26T13:20:06,0,87,,,True,True,8.289166666666667,-5.480465433333333e-06
5949,4700773,2023-06-26T13:31:55,5,8,0.756114,0,4700773,2023-06-26T13:31:55,-1,4000.0,4700773,2023-06-26T13:31:55,4700778,2023-06-26T13:32:00,0,5,,,True,True,0.4763888888888889,-3.6020430833333334e-06
5950,4700804,2023-06-26T13:32:26,27,4,0.088448,0,4700804,2023-06-26T13:32:26,-1,2000.0,4700804,2023-06-26T13:32:26,4700831,2023-06-26T13:32:53,0,27,,,True,True,1.28625,-1.1376624e-06
5951,4700853,2023-06-26T13:33:15,6619,8,0.409461,0,4700853,2023-06-26T13:33:15,-1,4000.0,4700853,2023-06-26T13:33:15,4707472,2023-06-26T15:23:34,0,6619,,,True,True,692.7200555555555,-0.002836418466678333
5952,4702162,2023-06-26T13:55:04,25,8,0.91441,0,4702162,2023-06-26T13:55:04,-1,4000.0,4702162,2023-06-26T13:55:04,4702187,2023-06-26T13:55:29,0,25,,,True,True,2.503611111111111,-2.2893270361111106e-05
5953,4703604,2023-06-26T14:19:06,30,4,0.414514,0,4703604,2023-06-26T14:19:06,-1,2000.0,4703604,2023-06-26T14:19:06,4703634,2023-06-26T14:19:36,0,30,,,True,True,1.5021666666666667,-6.226691136666667e-06
5956,4703678,2023-06-26T14:20:20,60,2,0.755244,0,4703678,2023-06-26T14:20:20,-1,1000.0,4703678,2023-06-26T14:20:20,4703738,2023-06-26T14:21:20,0,60,,,True,True,1.5021666666666667,-1.1345023620000001e-05
5957,4703776,2023-06-26T14:21:58,19,5,0.136927,0,4703776,2023-06-26T14:21:58,-1,2500.0,4703776,2023-06-26T14:21:58,4703795,2023-06-26T14:22:17,0,19,,,True,True,1.1892152777777778,-1.6283568034027776e-06
5958,4703805,2023-06-26T14:22:27,5007,1,0.186006,0,4703805,2023-06-26T14:22:27,-1,500.0,4703805,2023-06-26T14:22:27,4708812,2023-06-26T15:45:54,0,5007,,,True,True,69.31865416666668,-0.00012893685586925002
5959,4703855,2023-06-26T14:23:17,38,1,0.38177,0,4703855,2023-06-26T14:23:17,-1,500.0,4703855,2023-06-26T14:23:17,4703893,2023-06-26T14:23:55,0,38,,,True,True,0.4756861111111111,-1.8160268663888888e-06
5962,4704113,2023-06-26T14:27:35,6998,1,0.826248,0,4704113,2023-06-26T14:27:35,-1,500.0,4704113,2023-06-26T14:27:35,4711111,2023-06-26T16:24:13,0,6998,,,True,True,95.34370694444445,-0.0007877754717543334
5963,4704123,2023-06-26T14:27:45,43,4,0.834585,0,4704123,2023-06-26T14:27:45,-1,2000.0,4704123,2023-06-26T14:27:45,4704166,2023-06-26T14:28:28,0,43,,,True,True,2.1531055555555554,-1.7969496000833332e-05
5964,4704139,2023-06-26T14:28:01,102,16,0.303914,0,4704139,2023-06-26T14:28:01,-1,8000.0,4708764,2023-06-26T15:45:06,4708866,2023-06-26T15:46:48,4625,102,,,True,True,21.99706666666667,-6.685216518933334e-05
5966,4704327,2023-06-26T14:31:09,34,1,0.463452,0,4704327,2023-06-26T14:31:09,-1,500.0,4704327,2023-06-26T14:31:09,4704361,2023-06-26T14:31:43,0,34,,,True,True,0.42561388888888885,-1.972516080333333e-06
5967,4704356,2023-06-26T14:31:38,75,8,0.02684,0,4704356,2023-06-26T14:31:38,-1,4000.0,4707521,2023-06-26T15:24:23,4707596,2023-06-26T15:25:38,3165,75,,,True,True,8.616666666666667,-2.312713333333333e-06
5969,4704747,2023-06-26T14:38:09,571,4,0.262677,0,4704747,2023-06-26T14:38:09,-1,2000.0,4704747,2023-06-26T14:38:09,4705318,2023-06-26T14:47:40,0,571,,,True,True,29.46116111111111,-7.738769417183333e-05
5972,4705013,2023-06-26T14:42:35,10,16,0.472541,0,4705013,2023-06-26T14:42:35,-1,8000.0,4708754,2023-06-26T15:44:56,4708764,2023-06-26T15:45:06,3741,10,,,True,True,2.297777777777778,-1.085794208888889e-05
5973,4705148,2023-06-26T14:44:50,209,5,0.653813,0,4705148,2023-06-26T14:44:50,-1,2500.0,4705318,2023-06-26T14:47:40,4705527,2023-06-26T14:51:09,170,209,,,True,True,15.007361111111111,-9.812007790138889e-05
5975,4705201,2023-06-26T14:45:43,49,8,0.417157,0,4705201,2023-06-26T14:45:43,-1,4000.0,4707472,2023-06-26T15:23:34,4707521,2023-06-26T15:24:23,2271,49,,,True,True,5.629555555555555,-2.3484085068888888e-05
5976,4706045,2023-06-26T14:59:47,25,1,0.491887,0,4706045,2023-06-26T14:59:47,-1,500.0,4706045,2023-06-26T14:59:47,4706070,2023-06-26T15:00:12,0,25,,,True,True,0.3590277777777778,-1.7660109652777779e-06
5977,4706130,2023-06-26T15:01:12,7,2,0.687843,0,4706130,2023-06-26T15:01:12,-1,1000.0,4706130,2023-06-26T15:01:12,4706137,2023-06-26T15:01:19,0,7,,,True,True,0.20105555555555557,-1.382946565e-06
5980,4706177,2023-06-26T15:01:59,212,16,0.277217,0,4706177,2023-06-26T15:01:59,-1,8000.0,4708866,2023-06-26T15:46:48,4709078,2023-06-26T15:50:20,2689,212,,,True,True,44.08657777777778,-0.0001222154883182222
5982,4706298,2023-06-26T15:04:00,15,2,0.066725,0,4706298,2023-06-26T15:04:00,-1,1000.0,4706298,2023-06-26T15:04:00,4706313,2023-06-26T15:04:15,0,15,,,True,True,0.43083333333333335,-2.874735416666667e-07
5985,4707040,2023-06-26T15:16:22,49,1,0.565575,0,4707040,2023-06-26T15:16:22,-1,500.0,4707040,2023-06-26T15:16:22,4707089,2023-06-26T15:17:11,0,49,,,True,True,0.7036944444444444,-3.979919854166667e-06
5987,4710823,2023-06-26T16:19:25,66,1,0.627996,0,4710823,2023-06-26T16:19:25,-1,500.0,4710823,2023-06-26T16:19:25,4710889,2023-06-26T16:20:31,0,66,,,True,True,0.8578166666666667,-5.387054354000001e-06
5990,4712533,2023-06-26T16:47:55,55,2,0.119584,0,4712533,2023-06-26T16:47:55,-1,1000.0,4712533,2023-06-26T16:47:55,4712588,2023-06-26T16:48:50,0,55,,,True,True,1.3766805555555555,-1.6462896755555553e-06
5991,4712540,2023-06-26T16:48:02,198,1,0.512526,0,4712540,2023-06-26T16:48:02,-1,500.0,4712540,2023-06-26T16:48:02,4712738,2023-06-26T16:51:20,0,198,,,True,True,2.478025,-1.2700522411500002e-05
5992,4712773,2023-06-26T16:51:55,10,7,0.575264,0,4712773,2023-06-26T16:51:55,-1,3500.0,4712773,2023-06-26T16:51:55,4712783,2023-06-26T16:52:05,0,10,,,True,True,0.8760694444444445,-5.039712128888889e-06
5995,4712960,2023-06-26T16:55:02,149,1,0.05851,0,4712960,2023-06-26T16:55:02,-1,500.0,4712960,2023-06-26T16:55:02,4713109,2023-06-26T16:57:31,0,149,,,True,True,1.864776388888889,-1.091080665138889e-06
5997,4714484,2023-06-26T17:20:26,4,8,0.878317,0,4714484,2023-06-26T17:20:26,-1,4000.0,4714484,2023-06-26T17:20:26,4714488,2023-06-26T17:20:30,0,4,,,True,True,0.4004888888888889,-3.5175619942222225e-06
5998,4714649,2023-06-26T17:23:11,1,25,0.135497,0,4714649,2023-06-26T17:23:11,-1,12500.0,4714649,2023-06-26T17:23:11,4714650,2023-06-26T17:23:12,0,1,,,True,True,0.31288194444444445,-4.239456482638889e-07
5999,4715040,2023-06-26T17:29:42,5,16,0.163309,0,4715040,2023-06-26T17:29:42,-1,8000.0,4721766,2023-06-26T19:21:48,4721771,2023-06-26T19:21:53,6726,5,,,True,True,1.2766666666666668,-2.084911566666667e-06
6000,4715239,2023-06-26T17:33:01,166,4,0.27267,0,4715239,2023-06-26T17:33:01,-1,2000.0,4715239,2023-06-26T17:33:01,4715405,2023-06-26T17:35:47,0,166,,,True,True,8.310144444444445,-2.2659270856666673e-05
6001,4715356,2023-06-26T17:34:58,5811,4,0.419514,0,4715356,2023-06-26T17:34:58,-1,2000.0,4715405,2023-06-26T17:35:47,4721216,2023-06-26T19:12:38,49,5811,,,True,True,339.9410277777778,-0.0014261002032716667
6002,4715481,2023-06-26T17:37:03,112,1,0.912105,0,4715481,2023-06-26T17:37:03,-1,500.0,4715481,2023-06-26T17:37:03,4715593,2023-06-26T17:38:55,0,112,,,True,True,1.4017111111111111,-1.278507713e-05
6003,4715614,2023-06-26T17:39:16,134,1,0.355984,0,4715614,2023-06-26T17:39:16,-1,500.0,4715614,2023-06-26T17:39:16,4715748,2023-06-26T17:41:30,0,134,,,True,True,1.6770472222222221,-5.970019783555556e-06
6004,4715688,2023-06-26T17:40:30,26,1,0.289856,0,4715688,2023-06-26T17:40:30,-1,500.0,4715688,2023-06-26T17:40:30,4715714,2023-06-26T17:40:56,0,26,,,True,True,0.3253972222222222,-9.431833724444445e-07
6005,4715710,2023-06-26T17:40:52,4,1,0.529612,0,4715710,2023-06-26T17:40:52,-1,500.0,4715714,2023-06-26T17:40:56,4715718,2023-06-26T17:41:00,4,4,,,True,True,0.05006111111111111,-2.651296517777778e-07
6007,4716134,2023-06-26T17:47:56,522,21,0.513866,0,4716134,2023-06-26T17:47:56,-1,10500.0,4723431,2023-06-26T19:49:33,4723953,2023-06-26T19:58:15,7297,522,,,True,True,177.43215,-0.0009117634919190001
6008,4716156,2023-06-26T17:48:18,778,1,0.766442,0,4716156,2023-06-26T17:48:18,-1,500.0,4716156,2023-06-26T17:48:18,4716934,2023-06-26T18:01:16,0,778,,,True,True,11.18375,-8.571695717499999e-05
6009,4716224,2023-06-26T17:49:26,5599,16,0.183247,0,4716224,2023-06-26T17:49:26,-1,8000.0,4721771,2023-06-26T19:21:53,4727370,2023-06-26T20:55:12,5547,5599,,,True,True,1480.1613333333335,-0.002712351238493333
6010,4716262,2023-06-26T17:50:04,58,32,0.094509,0,4716262,2023-06-26T17:50:04,-1,16000.0,4723448,2023-06-26T19:49:50,4723506,2023-06-26T19:50:48,7186,58,,,True,True,30.041422222222224,-2.8391847728e-05
6011,4716358,2023-06-26T17:51:40,13403,4,0.752629,0,4716358,2023-06-26T17:51:40,-1,2000.0,4721216,2023-06-26T19:12:38,4734619,2023-06-26T22:56:01,4858,13403,,,True,True,1105.6837333333333,-0.008321696425349332
6012,4716402,2023-06-26T17:52:24,66,32,0.543712,0,4716402,2023-06-26T17:52:24,-1,16000.0,4723506,2023-06-26T19:50:48,4723572,2023-06-26T19:51:54,7104,66,,,True,True,34.18506666666667,-0.00018586830967466666
6013,4717023,2023-06-26T18:02:45,4,2,0.872443,0,4717023,2023-06-26T18:02:45,-1,1000.0,4717023,2023-06-26T18:02:45,4717027,2023-06-26T18:02:49,0,4,,,True,True,0.115,-1.00330945e-06
6014,4718550,2023-06-26T18:28:12,31,1,0.826822,0,4718550,2023-06-26T18:28:12,-1,500.0,4718550,2023-06-26T18:28:12,4718581,2023-06-26T18:28:43,0,31,,,True,True,0.445625,-3.6845255374999996e-06
6015,4719345,2023-06-26T18:41:27,17,32,0.684967,0,4719345,2023-06-26T18:41:27,-1,16000.0,4723431,2023-06-26T19:49:33,4723448,2023-06-26T19:49:50,4086,17,,,True,True,8.805244444444446,-6.031301871377779e-05
6016,4723359,2023-06-26T19:48:21,8620,1,0.301072,0,4723359,2023-06-26T19:48:21,-1,500.0,4723359,2023-06-26T19:48:21,4731979,2023-06-26T22:12:01,0,8620,,,True,True,170.3285236111111,-0.0005128114926064445
6017,4723407,2023-06-26T19:49:09,1133,16,0.685444,0,4723407,2023-06-26T19:49:09,-1,8000.0,4723572,2023-06-26T19:51:54,4724705,2023-06-26T20:10:47,165,1133,,,True,True,293.42182222222226,-0.0020112422751128894
6018,4724529,2023-06-26T20:07:51,5262,1,0.688347,0,4724529,2023-06-26T20:07:51,-1,500.0,4724529,2023-06-26T20:07:51,4729791,2023-06-26T21:35:33,0,5262,,,True,True,96.76559583333332,-0.000666083075950875
6019,4724573,2023-06-26T20:08:35,4,1,0.095833,0,4724573,2023-06-26T20:08:35,-1,500.0,4724573,2023-06-26T20:08:35,4724577,2023-06-26T20:08:39,0,4,,,True,True,0.06474444444444445,-6.204654344444446e-08
6020,4726065,2023-06-26T20:33:27,83,1,0.580047,0,4726065,2023-06-26T20:33:27,-1,500.0,4726065,2023-06-26T20:33:27,4726148,2023-06-26T20:34:50,0,83,,,True,True,1.3434472222222222,-7.792625309083333e-06
6021,4726851,2023-06-26T20:46:33,86,16,0.823315,0,4726851,2023-06-26T20:46:33,-1,8000.0,4726851,2023-06-26T20:46:33,4726937,2023-06-26T20:47:59,0,86,,,True,True,27.605999999999998,-0.00022728433889999998
6022,4727784,2023-06-26T21:02:06,165,8,0.012898,0,4727784,2023-06-26T21:02:06,-1,4000.0,4727784,2023-06-26T21:02:06,4727949,2023-06-26T21:04:51,0,165,,,True,True,26.482499999999995,-3.4157128499999996e-06
6023,4727972,2023-06-26T21:05:14,52,4,0.518171,0,4727972,2023-06-26T21:05:14,-1,2000.0,4727972,2023-06-26T21:05:14,4728024,2023-06-26T21:06:06,0,52,,,True,True,4.172999999999999,-2.1623275829999997e-05
6024,4727982,2023-06-26T21:05:24,39,68,0.373014,0,4727982,2023-06-26T21:05:24,-1,34000.0,4727982,2023-06-26T21:05:24,4728021,2023-06-26T21:06:03,0,39,,,True,True,53.205749999999995,-0.00019846489630499998
6025,4728223,2023-06-26T21:09:25,7,4,0.484899,0,4728223,2023-06-26T21:09:25,-1,2000.0,4728223,2023-06-26T21:09:25,4728230,2023-06-26T21:09:32,0,7,,,True,True,0.56175,-2.7239201325000002e-06
6026,4728515,2023-06-26T21:14:17,4673,32,0.340313,0,4728515,2023-06-26T21:14:17,-1,16000.0,4728515,2023-06-26T21:14:17,4733188,2023-06-26T22:32:10,0,4673,,,True,True,3606.239155555556,-0.012272500657445779
6030,4730325,2023-06-26T21:44:27,8,16,0.221114,0,4730325,2023-06-26T21:44:27,-1,8000.0,4730325,2023-06-26T21:44:27,4730333,2023-06-26T21:44:35,0,8,,,True,True,2.5679999999999996,-5.6782075199999994e-06
6031,4730439,2023-06-26T21:46:21,4,2,0.188417,0,4730439,2023-06-26T21:46:21,-1,1000.0,4730439,2023-06-26T21:46:21,4730443,2023-06-26T21:46:25,0,4,,,True,True,0.21485555555555555,-4.048243921111111e-07
6033,4730568,2023-06-26T21:48:30,662,4,0.613428,0,4730568,2023-06-26T21:48:30,-1,2000.0,4730568,2023-06-26T21:48:30,4731230,2023-06-26T21:59:32,0,662,,,True,True,71.11718888888889,-0.0004362527494573333
6035,4732405,2023-06-26T22:19:07,3359,64,0.525653,0,4732405,2023-06-26T22:19:07,-1,32000.0,4733188,2023-06-26T22:32:10,4736547,2023-06-26T23:28:09,783,3359,,,True,True,6025.128888888889,-0.03167127075831112
6036,4732560,2023-06-26T22:21:42,11,1,0.532096,0,4732560,2023-06-26T22:21:42,-1,500.0,4732560,2023-06-26T22:21:42,4732571,2023-06-26T22:21:53,0,11,,,True,True,0.2954263888888889,-1.5719519982222221e-06
6037,4732719,2023-06-26T22:24:21,3037,8,0.551113,0,4732719,2023-06-26T22:24:21,-1,4000.0,4732719,2023-06-26T22:24:21,4735756,2023-06-26T23:14:58,0,3037,,,True,True,674.1931666666667,-0.0037155661866116662
6038,4732988,2023-06-26T22:28:50,118,18,0.756307,0,4732988,2023-06-26T22:28:50,-1,9000.0,4732988,2023-06-26T22:28:50,4733106,2023-06-26T22:30:48,0,118,,,True,True,57.04415000000001,-0.00043142889954050006
6041,4733373,2023-06-26T22:35:15,42,1,0.0764,0,4733373,2023-06-26T22:35:15,-1,500.0,4733373,2023-06-26T22:35:15,4733415,2023-06-26T22:35:57,0,42,,,True,True,1.1279916666666667,-8.617856333333333e-07
6042,4733389,2023-06-26T22:35:31,129,1,0.818845,0,4733389,2023-06-26T22:35:31,-1,500.0,4733389,2023-06-26T22:35:31,4733518,2023-06-26T22:37:40,0,129,,,True,True,3.4645458333333337,-2.8369260328958337e-05
6043,4733536,2023-06-26T22:37:58,17,1,0.92341,0,4733536,2023-06-26T22:37:58,-1,500.0,4733536,2023-06-26T22:37:58,4733553,2023-06-26T22:38:15,0,17,,,True,True,0.4565680555555556,-4.215995081805556e-06
6047,4738547,2023-06-27T00:01:29,11632,16,0.817039,0,4738547,2023-06-27T00:01:29,-1,8000.0,4738547,2023-06-27T00:01:29,4750179,2023-06-27T03:15:21,0,11632,,,True,True,2987.224088888889,-0.024406785823616887
6048,4738840,2023-06-27T00:06:22,7725,32,0.889726,0,4738840,2023-06-27T00:06:22,-1,16000.0,4750407,2023-06-27T03:19:09,4758132,2023-06-27T05:27:54,11567,7725,,,True,True,3531.832666666667,-0.03142363351182667
